NAME,TEAM,GP,MIN,PTS,AST,OREB,DREB,REB,STL,BLK,TOV,PF,+/-,DD2,TD3,FGM,FGA,FG%,FG3M,FG3A,FG3%,FTM,FTA,FT%
Tyrone Wallace,NOP,6,12.5,2.8,0.2,0.0,1.3,1.3,0.5,0.2,0.3,1.2,-3.0,0,0,1.2,3.3,0.35,0.3,1.3,0.25,0.2,0.8,0.2
Tyus Jones,MEM,71,21.3,8.8,4.4,0.2,2.2,2.5,0.9,0.0,0.6,0.5,3.4,2,0,3.5,7.6,0.455,1.1,2.8,0.393,0.8,0.9,0.818
Udoka Azubuike,UTA,17,11.5,4.7,0.0,1.1,3.1,4.2,0.1,0.6,0.7,1.5,0.2,1,0,2.2,2.9,0.755,0.0,0.0,0.0,0.4,0.6,0.545
Udonis Haslem,MIA,12,5.2,2.5,0.3,0.3,1.3,1.6,0.1,0.1,0.3,0.9,0.7,0,0,1.1,2.2,0.5,0.1,0.3,0.333,0.3,0.3,1.0
Usman Garuba,HOU,22,9.6,2.0,0.6,0.9,2.4,3.3,0.4,0.5,0.3,1.0,1.5,0,0,0.8,1.8,0.425,0.2,0.8,0.235,0.2,0.3,0.714
Vernon Carey Jr.,WAS,5,3.6,1.6,0.0,0.6,0.4,1.0,0.2,0.0,0.2,0.2,-4.4,0,0,0.6,1.2,0.5,0.0,0.0,0.0,0.4,0.6,0.667
Victor Oladipo,MIA,7,19.7,8.4,3.0,0.3,1.6,1.9,0.4,0.1,1.7,1.6,-0.1,0,0,3.1,7.3,0.431,1.4,3.6,0.4,0.7,1.1,0.625
Vit Krejci,OKC,28,21.7,5.9,1.9,0.5,2.6,3.2,0.6,0.3,0.9,2.0,-3.8,1,0,2.1,5.1,0.413,1.1,3.1,0.345,0.6,0.7,0.85
Vlatko Cancar,DEN,14,10.9,4.3,0.9,0.4,1.2,1.6,0.1,0.2,0.6,0.9,1.0,0,0,1.6,2.8,0.564,0.5,0.9,0.583,0.6,0.9,0.75
Wayne Ellington,LAL,40,18.5,6.3,0.7,0.3,1.5,1.7,0.6,0.1,0.4,1.0,-1.3,0,0,2.2,5.3,0.408,1.9,4.8,0.393,0.1,0.1,0.8
Wayne Selden,NYK,3,6.4,1.7,0.3,0.0,0.3,0.3,0.0,0.0,0.0,0.3,-4.3,0,0,0.3,1.3,0.25,0.3,0.7,0.5,0.7,1.3,0.5
Wendell Carter Jr.,ORL,62,29.9,15.0,2.8,2.2,8.2,10.5,0.6,0.7,1.9,2.7,-2.2,33,0,5.8,11.0,0.525,1.1,3.5,0.327,2.3,3.3,0.691
Wenyen Gabriel,LAL,23,12.0,4.6,0.4,1.4,2.0,3.3,0.2,0.3,0.5,2.4,0.7,0,0,1.7,3.8,0.46,0.3,1.1,0.269,0.8,1.3,0.581
Wes Iwundu,ATL,3,27.4,7.3,0.0,1.0,3.3,4.3,0.3,0.0,0.3,2.7,0.0,0,0,2.7,6.0,0.444,1.0,1.7,0.6,1.0,1.3,0.75
Wesley Matthews,MIL,47,20.3,5.0,0.7,0.6,1.3,1.9,0.5,0.1,0.4,1.7,2.3,0,0,1.7,4.5,0.386,1.1,3.2,0.342,0.4,0.5,0.76
Will Barton,DEN,70,32.1,14.7,3.9,0.6,4.2,4.8,0.8,0.4,1.8,1.6,1.3,1,0,5.5,12.6,0.437,2.2,6.1,0.366,1.4,1.8,0.797
Willie Cauley-Stein,PHI,20,9.1,1.7,0.5,0.7,1.4,2.0,0.3,0.2,0.4,1.0,1.2,0,0,0.8,1.8,0.457,0.1,0.1,0.5,0.1,0.1,0.5
Willy Hernangomez,NOP,47,16.2,8.8,1.2,2.8,3.7,6.5,0.4,0.4,1.0,1.9,-0.9,7,0,3.3,6.3,0.529,0.1,0.2,0.364,2.0,2.7,0.76
Xavier Moon,LAC,9,12.4,4.6,1.9,0.2,1.0,1.2,0.7,0.2,0.4,0.9,-2.8,0,0,1.9,4.4,0.425,0.4,1.2,0.364,0.3,0.6,0.6
Xavier Sneed,UTA,8,4.4,0.6,0.0,0.1,0.4,0.5,0.0,0.0,0.0,0.3,-1.3,0,0,0.3,1.3,0.2,0.1,1.0,0.125,0.0,0.0,0.0
Xavier Tillman,MEM,50,13.0,4.8,1.1,1.3,1.9,3.1,0.9,0.3,0.6,1.2,-0.1,0,0,1.9,4.0,0.463,0.2,0.9,0.209,0.9,1.3,0.657
Yuta Watanabe,TOR,36,11.7,4.3,0.5,0.5,1.9,2.4,0.2,0.4,0.5,1.1,-1.4,2,0,1.5,3.6,0.412,0.8,2.1,0.36,0.6,1.0,0.568
Yves Pons,MEM,9,3.6,0.6,0.0,0.3,0.3,0.7,0.0,0.0,0.0,0.2,-1.1,0,0,0.2,0.6,0.4,0.1,0.2,0.5,0.0,0.2,0.0
Zach Collins,SAS,25,18.0,7.6,2.2,1.8,3.6,5.5,0.4,0.7,1.6,2.4,1.4,1,0,2.7,5.6,0.479,0.5,1.5,0.324,1.8,2.2,0.786
Zach LaVine,CHI,66,34.8,24.4,4.5,0.3,4.3,4.6,0.6,0.3,2.6,1.8,-0.1,0,0,8.4,17.7,0.475,2.8,7.1,0.389,4.8,5.6,0.852
Zavier Simpson,OKC,2,41.1,7.0,8.0,0.5,2.5,3.0,2.0,1.0,3.0,3.0,-12.0,0,0,3.5,11.0,0.318,0.0,1.0,0.0,0.0,0.0,0.0
Zeke Nnaji,DEN,40,16.8,6.6,0.4,1.4,2.3,3.6,0.4,0.3,0.6,1.9,-0.8,0,0,2.4,4.4,0.537,0.9,1.9,0.487,1.0,1.6,0.613
Ziaire Williams,MEM,59,21.7,7.7,1.0,0.4,1.6,2.0,0.6,0.2,0.7,1.8,2.4,0,0,2.9,6.5,0.451,1.1,3.7,0.301,0.6,0.8,0.792
Zylan Cheatham,UTA,1,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.0,0,0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
